id,answer
14946d3c8b8d31686370cae9bac997a0,2002年他們推出華人音樂史上首部自傳式紀錄電影《搖滾本事》
778565df6dd808f43fa146bb2c962171,1969年
6277376f3505cf035eda5b89f429b8d9,孫吳同盟對抗曹魏，取得三國互相制衡。吳蜀聯盟
72e352810328f000fe4c01f063778520,1821年起成為獨立的墨西哥一部分。1848年美墨戰爭
e392860be2bbdef30aeb7eccd7875b1c,哈布斯堡
4754037febd8c7944eb4631de32d4a28,唐絲路貿易交流、宋元北方民族的文化衝擊、明清時期
6386cdaaece3f219330e16fe925b11a3,五旬節運動是20世紀
0e12523163da95a48d6e946074d5a75f,2011年
5908a7bca8affcf92c1f8b033d755732,晉在文學
879f88baa4aeb560ea818adf806a0212,乾燥大陸氣候
655e08fe431810792721345d4195dc51,2008年
73c23f7ce7450af373b7af6559775ba8,1960年
15b783d40c78e243fa73ea7a8dbf752c,2000年入學的本科新生學制全部改為四年
46d512ce4709868412cc648b76399acb,2000—2800米
8e943428548903c45d1f7a46b55d5ff3,《西藏墨脫的誘惑》
f4c8bcff7794cd0aaa2637d3abc7147e,《義和團教門源流考》
80f60b85586b1412d498a1d7464860ff,哈布斯堡統治者感到吃驚和意外的是，同宗奧地利哈布斯堡皇帝
1438c206526cdc94196c330bf5b4e78d,俄羅斯、烏克蘭至今使用著聖西里
1ee71751813438f2e1a3b1859082368f,1997年
80a2db62d58261c5d8fae92634dec3ce,《老子》、《莊子》
4693f998f706e4c31093a83805f24b58,《凡爾賽和約》
fd202785a77ee5ba8df15dc6cd38fff7,1912年6月13日北洋政府農工商部制定了《獎勵工藝品暫行章程》
92f279734a41059c82e47791f2a6f348,1999年
1317ce01949812a00cfe1d47d05bc959,2008年9月20日，科大舉行了建校五十周年紀
01cb98c3b88b5597bb149ba6956172cb,祁孔有；小雅•節南山之什•小宛：中原有菽，庶民采之； 西漢司
2564de978150f93bfb9d7e325c6cbf8f,1949年
0ca85a84f55767db91456c5deba70db0,1960年
07ffc0470d95db8a3f009ea4584778f9,1763年
51943c6b0556826df8101010451536a7,2012年3月成為國家級經濟技術開發區。2014年
d070d4b6da040d2ebe48b531b257f36a,1970年
8cfa63f66593156cb75a4677864a6f90,2012年
3725986e0f1ccd82f19ae715166584d2,三國時期
cb60ae8397871a2b8690f3b16e7b3def,《中華人民共和國人民警察法》
8d2b0d43f78bb107ba0426ad78092fa5,曹操鑑於東漢弊政，用人不重虛德，反對「阿黨
52293894a038182e6ff9b5c90bc21f8e,7世紀
6ba74907ba9efabe9587f2237d364116,百年
261687bdb03ec8006e1499d255e843c9,廣播電台長期
291584d2fe5f1154a2783227839f80dc,1991年
a2ee81d55621bfa86d21729943438a9e,2003年
38a93c9f00a9aaf27b183e37c8b53887,維基媒體是一套基於網路
6e8a5a3af46ec595096c620041df0ad5,2008年
98bf7f1133a79bc191816ddc88518c52,紹的時候
1a19e07926d190cada49d7d14c3d9b73,2014年
403cc5f3284ed862fd8ad40457f19574,2017年
dae61b90b1d37b371b013504a305b24d,1949年
14b8a6729d187803668542563fce1629,武術是中國傳統文化的重要一環。民國初期
ed572b0a45e270347b89f8419b20d76a,2016年
eb2700f886ad027213ed15dc23b6a8b1,麥克諾特彗星是一顆由澳大利亞的天文學家羅伯特·麥克諾特在2006年
d62cd8a030fb4d5ac86e338361bd9f44,亞速海是一個陸間海：西面有克里
26154a720a624a6cafa11cec10ff4764,宋朝
817e2b56b4e693309cf2f79ae34573b9,腓
d146a957882a81a99ab2288dcf72e735,孫吳為了聯合蜀漢，派將領陸遜
6f6ffe96a69e92e3dd67ab7f1629b59b,《仇國論》
5ad13030635db71dbbaf2b5785b2e1f1,1950年
fda9e17a50399aaa4b4bca150dcb3aac,1980年
56ff9dfa1c9d0a3bf4b6c36940dfcf86,1815年
062eba05b8ba55522042d511c5b0a5b1,2000年
9798038503d371250561d8ad750128e4,俄國很大可能不會於1758年
01b3c1ca4a70aa7396effd6168708607,南，完成了江南運河
40db2809cbafc5d75a999363a78569c0,1912年1月1日，中華民國成立，廢除年號紀年，以民國作為國家紀
0d3265e67b8199b374a6e155ff47ccc6,民國政府決定大陳撤退後，國防部將撤退行動命
3a67a74e14d5c939ed21fff2c4d1b72c,美洲中南部，是北美最大的水系，流域面積約為300萬平方公里
e6afdcb0a43da9c3fc49455cfa206e7d,1996年
af097cc454fa3b21ae11698173009fa8,《古蘭經》，要求以《古蘭經》
d4ed10ae165c464a99effcedd54a504f,1999年
5cc271d96004f17051a4dd5da54f1565,188年
41e69c40d666c46cbe8604a60eca1a4b,弗吉尼亞與賓夕法尼亞的擴張，法國人於1750年
637474588f0b082087d5713c1b0b73c9,2015年
f6349b15e9f928ae0f579c93253dba92,4分鐘
a8d650f07a805adf41a588094539b758,1949年
12490c85af51824e52773b82576d16da,2009年
ccc9148349c1d24f735e0e8040c3b03c,2004年
bb40ba8d52f225d4bc19a359977ac746,大學
459338c0f133c6f2a9ea82ace25a191c,三國與外族
38842f4d8059c291d2e74b5d10e38a3c,1956年
f5b0f17dd1fd3365037093b910888233,俄國兩軍被普遍認為在鎮壓義和團中最為野蠻兇悍，而且軍紀
703e4d4aa523ad94e2fcd354de4ea6cf,1934年
0d2b44389f4e675eaac75682391a87ab,1950年
a0143d7476f0c6ba2cc1b9c945a54b15,臺灣的臺灣行政長官公署施政錯誤、官員違法斂財嚴重、軍警紀
c26efd6223e83cca0cd4259dff563f26,1922年
3b96d5391ac0d72fd5f699f237e741ca,1954年
913282d9f80f37aab3b24a9a326060d6,薩克
04e6d4bb2e56245b916133baf574cf55,1972年5月26日兩德簽訂了《過境協定》
46771dfcfc591d288f20fb748a6ead8d,《帝女花》
d7156e77790deb91567290e893abdafa,1999年
7aed5057d526f58030a6587912c586fb,劉表將領黃祖。曹操聞孫權勢力漸盛，劉表勢弱，於208年
687d5d5523671caee37e6d7c05358d5c,1931年
3b6a3a5d28a792ca73bfdadf302b6e66,2011年
385902b47d567f82b0cecf15aff762a3,穆罕默德逝世，此時的伊斯
7e7694b3fc705eec29a437e0a2e09480,《曇無德羯磨》
ef0d3541641144ad3aed3d1d753fafeb,2002年
c3982ec232c0565daabcb92499696220,1999年
9b5e0c5c77551752d238375b220eb6f3,《起來！》
b80b24cfca6568c54ace7568a516f01f,《二二八事件研究報告》
632d4120e033fdf40c5e12f92dc1be9d,《中國共產黨章程》
070d9d45a4937fa87ab966d841c064b7,第三，並藉此職業生涯第二次獲得了NBA年
eac82e755febfa0e76585e7c93686c0a,廣域市，簡稱仁
0523a22746a9dc634bbeff45ffb593b1,美洲中南部，是北美最大的水系，流域面積約為300萬平方公里
5b2d10c5f34cdcd3c681960263787a8e,1934年
1431ab4b2bbbb750e2c99038b3305181,2012年進行高標準畫質同播並進入當地有線網播出。2012年
919659f6afd39af8fd0768765121f7f9,兩千年
4b89d9ee2094ab7daeb923778eff867f,1992年9月30日正式竣工開始播出廣播電視信號，1994年
aadf4f3709b74b9468c91a252b590647,1934年
48bbc8b59f8900d9bbdd4f69505f3d8f,劉備率軍與龐統、黃忠、魏延等人入蜀，並不斷的收買人心。在212年
80120cf44a91ae27a44f6b34e9d1064c,李向南的名字一時家喻戶曉，美國紐約時報報導這段歷史時候
211b6b30ad78b7f338ea89db308ac8d9,1994年及之前發布的標準，以2位數字代表年份。由1995年
aa16d1e55f75680128f5440f1b7b6fd2,膠含量的變化還可能通過改變雲滴的尺
37cbd0632d9f9d1be84631662684e592,2005年
aa509647614b070a673a71a5b8ba7b0e,《中華人民共和國憲法》
4e65b480fe1b2efc822ffa2673993a10,《關於建國以來黨的若干歷史問題的決議》
489b307ac66bc5a695293bd8b0f3b874,1998年
5f85fbdf04c1c384225faeaa6c83b79f,1916年
0084b93f77a45e8d4b27cb7a9b6ec13c,2006年
6989cd2a84357aa4574c609283df9ddc,古代
bf5a357bde2552857d490c86b7b69143,2011年
bd517981b75906127362a1ab83fab4ed,15歲者需接受15年
b770db8771009b383947db45d63d3f59,俄羅斯、烏克蘭至今使用著聖西里爾發明的字母表——西里
08ee9a55a07ef9669a02298f3bad961b,1935年拍攝的故事影片《風雲兒女》
82e167da9d9f2a03ece037bc1c3adf9d,1985年
881c3fac6268614c8f32699cd98bcb8d,1996年
1ae4809093732330ebe7b460797675a4,俄的外交政策。但1907年
66284b6005e6900d3ead2d4f81e673ea,基督宗
a5efa8e187667d1972ddc9f8fe7e8341,小行星
8b4abb80027077f285ce672d61c9509a,曹操去世，嗣子曹丕繼魏王位後，同年
05513edc8eb28d37e7b85f2828951a3c,《中國廣播》
e82e4c439d24c639ea5627607869b06b,趙三多義
2050f97056d036310c8408278ab7b163,九一一事件
f929cd3252a4a0db820d0219d22d853e,1960年
58602094eb633d6a2877b7297750afc5,漢朝
078fce2bd48748e67914f33e1c525062,三國與外族
2016658513c4bf9d662df3e1cd42b5e3,阿拉伯人的兩輪圍攻中拯救出來，8世紀
7bad8137b0a3b91b0b648fa7d5ba405c,2009年
2ffc67897eebc186dfe7282d81b4363c,2013年
685db0d77ac33df0ad0303505201a9c8,2011年
7276566fcf1edc78b721e9646a357f35,《西線無戰事》
64a502910dc12a8bef439a2a23b03e01,1878年
65e29f9888500773568e3299e063a738,南運河自鎮江至杭州三百三十公里
286c68ff793c77304d23ddf97c3194a8,宋朝時，改設嘉定府。元朝時，改嘉定府路。明朝
d8cce7038214a8936e2e67e8e124d258,新聞言
8cdc5118fced85db7068cf885f969e32,2003年
6999ee6c38a3f52e73784a61cd31c3e3,2015年
3d948c4d1f4109a6a7918aef7cf69540,曹魏的疆域主要是在曹操時即大幅發展，至曹丕稱帝
8fa21298f1eb3e3d14e046aad9f1c0a5,1945年8月在莒南縣大店鎮成立山東省政府。解放戰爭
5851da2e9cf2b9f1c5824ebef230c1d0,1926年
6e11c0d8710b3c769b2a6ffc65b199de,17世紀
1b94ea77273f41fc3b661c641dffb8a7,2 敗予義
805b9a2cc64fc682da31cc1a89adcc41,2008年
532490eed814ee3b5c8c4e79febad256,1971年
832b09cf5f7e96be9bc52bf2f3305bff,祁孔有；小雅•節南山之什•小宛：中原有菽，庶民采之； 西漢司
1a8c16f4a0c1e0e9ba737ca8d7c9dc84,1950年，余紀
5c0f097d8e96bb3a0856c8d7cbce29bb,1790年
eafaad3fbb222e5eb176e74b74fe55b9,劉協為帝，即漢獻帝。190年
39c774f39b420d76f3300ccbae1ac2d8,女修院
a57ba3e406cb473a2e729672b1013bfe,劉備三顧草盧請諸葛亮加入，得出隆中對戰略方針。208年
712a4753c4ebc7547f143f613dcec1c0,馬炎稱帝
71dd6acf757012959950c28a2b834280,《往年記事》
453bfafbf9079979599e163a39b39ac9,《人民導報》
e3c4e5ebbfb43d69beed0ffa42e704d2,15世紀
6d4eced711a6e08043c02dee62737c79,1950年
09babf671f48a11e99f4878f12cd68d7,1996年
0a3b0d6b6211299ec6b2f8e778c73e5a,李鐵夫
262dbd4a9d60df5df93ce55790240007,《盧貝克和約》
4b21177adff5bb4921939f250977e7a0,《中華民國憲法》
0a4198e8337b04e10c3a52c5aed71abb,1980年
76c97bb8307e757ea63a1c34841af1e0,1949年
de0f0f6f9a841afb6be95a8c4f460d75,《柏拉圖式性愛》
2423f6a9860b9a95c5445658030b40e5,《植物種誌》
18b9c50a5900694c2d774944e024af4b,馬昭為了建立赫赫軍功，做好篡奪準備，於263年
ad49aefbdf7e65fc71a6a55d5cc94365,1949年
233dee05065c11a3818cf46bdbb8380b,1949年北約中的第五款，宣布如果恐怖襲擊事件
885ba9a6049c5665e3c5b7e5caea53cb,孟德斯鳩的想法，在美國憲法之內清楚地把行政、司
7eee1052dcc80693f09acccfc13b98a5,花團
7edaacd75ab38bca52c7dfb09110bc58,1969年
6f3a0e6a70d3fbb73e66cd5f0db6369f,《中國共產黨章程》
3fa139b7d9f07f9c3db24abf7ee3c53d,1953年
03098af6e29c583dc558fcd0a00a0900,劉備三顧草盧請諸葛亮加入，得出隆中對戰略方針。208年
73f918aa09adbf5409d8bc0d01d2dc42,曹魏，在227年至234年
cc83e73e458818209e663a5f85917b6d,英女皇代
98ec37f2755a9c71cfc169c10d352e9c,哈布斯堡
374a5a7b0f7da7fdfd770f7c2c2492f7,《香港文物》
cb7a114712b61cb9b04c2aab0e536247,1993年
d71cbc8da105bff2ac32f10e191d1021,俄軍在東線進展的關注與日俱增，並且決定前往迎擊。在1758年
ef7f255a2818e9461b12461a61ede0c7,2008年
339cc88a2c3331a1a975b6df560a8db1,隋朝
722aa6556617df6980454e3617823696,哈拉沙漠
b6b3a919928bd5fc27ac7e402da1e941,1955年
0681e701eae5cd87e60adee832eb2bd6,細亞，簡稱亞小煮脊，面積4457.9萬平方公里
ac260e77bfb2f99eeb53c176afae4107,農業狀況非常不同。在希爾德斯海姆低地以及哈茨山脈
d920ffcd317e125e897d550485ea29e0,《三國演義》
c36654a4833073d41ec6e9ea33ab85f2,《後漢書·邊讓傳》
1e9e619fb2429e9d09215e510e6fd596,《魏書》
2d66b1d6702fbe60d2d29e7f6c312193,《行政訴訟法》
77178a21d040a69fbd6061d75079eeb4,1998年中國政府簽署《公民及政治權利國際公約》
5dd868c3a6a2b6ab957c3ae87bb80d06,2009年改稱世界貿易中心一號大樓，2014年
c788dbc780e38feead9e35aaa7d4b6d8,1905年
54d88dcd2c8ed07bdfb075361c19e4df,2015年
d349b1a1cfa64a77ca830ebd92092c4b,荷屬印尼華僑國籍問題而依據血統主義
d6d9d94e3a1b3350dccbb4a2faba6408,三國鼎立局勢漸漸形成後，人民轉而因統治者或戰爭
ae8eab0f87a74d87272a9ae933a78197,劉備去世後發生叛亂
5d07b7569da41d44bf1e40caf3efc7ae,1802年
46d62526696eda18fc24f58a95428324,2004年
d07562c0fb22990daa83e775f16fd149,《蜀都賦》
4232268f8df35012edc54ff1ef0b80ed,1981年
ad896a3d3c09b8630d70b59fad970717,美國的電腦軟體公司
e6188b5ac11c38fdd03ce75ca9b020b9,1997年
802fad2d2695b7cf26ae24910e86924b,2010年，這一偉大工程被納入聯合國
4920165678677e769e5769284630f48a,第二條之定義
289557948e2021e2e11fb5ddb0a1ff46,1941年
dca952f981bc34f1c8c5f56a57f43e02,烏克
8d55ff04ba14a62445a26cb9ba5adb14,1960年
f18182712b326d687dae21a77a1cfee6,1932年
4b32658aa8d8a7487be061d3348adf04,180元，貧困寄宿生500元，當年
9392a7c218decfa7fcd0642631d0711e,2014年
e5f1b530a20a5f7fe3f584aa8dced483,2014年
97ce0ebd03dfda64ec1ab39a85f34427,2006年
6af40b7e18e5e0366a6a85854450c24e,美是一個政治地理學
f047bce38df85616cb522e42fcade006,豢、韋昭及陳壽。王沈的《魏書》
c5681e9031361a6e74f14513bc1f08d7,腓尼基、蘇美及巴比倫。它起源於地中海盆地及其附近文，希臘
365e282f12f7623b069b44c00f6c44b3,曹魏、蜀漢及孫吳三國。這三國大致繼承東漢的疆域及政區制
ec48fe8e4aebff5484126cc78dd069cb,舊有的河道通航能力很小，元朝
3ffe5bad710086009029afad320f7366,2002年5月底，舉行宣布清理工作正式結束的儀式。2003年
caaccfffd551cc782c8ec650eadca9ef,2010年上海世博會全球合作夥伴。1908年
b8bec62e246ef4a2f0748d2b4c4c13a4,宋朝
374bbb6d99b575a0359535b53bdf1e77,1900年
f5a083014238f43cf8704e6ecbbc66cd,2009年
2d53701c2cee31589a470d62b7a33f54,《布加勒斯特條約》
79c0a88f7fff43fbacd6264efae1fba0,《財富》
9cb3a30834de337422895f1adea16b04,2010年2月，《行政院組織法》
d58562ae505e34a89aadbe8e5bae0fd7,2004年
39f209996be361b9e5240b3346fb4479,2008年
ecaa23993a22818f34fa9788f44bdbad,1908年
955b9164cbaee2b002c95ea511ca64ac,2009年8月首先推出hd201及hd202兩條高畫質體育頻道，其後在次年
81f205e2c3956ba29103df198dca88ca,薩克森
74059b0d0e384537680ea37fd80a019e,烏克蘭的地理位置，它的文化主要受到了中歐和東歐的影響。多年
5c44516d5ca4008c7464b2a409b52f51,雲：積雲如同棉花團
71cf7b61a6d36a2ee01d14388894cc5d,1927年
92948227d2e1aa87f3ba6764e06e9796,《憲法增修條文》
e6f52c9ee7cc0a839fb5bfbb5e10350f,海運和現代
1e206bf978bb17046ef7c444bb1bc5ec,1645年
6b01e722c3dc561eb399ffca687ab359,1998年3月10日，第九屆全國人民代
1d50384bd1f7a65d0e8f0a9840fc4386,2004年
fbb3b01c40b20ff4d758f0f30c271465,廣泛接受的標準格式，當標籤圖檔格式最初出現的時候
4f8b9d98de93d813d6c1acd1644af569,2005年
c5c3ab45f30eb33b65d66cd76f44aa97,2008年
7847d757fbfb76c24bb848647fe4d197,卡斯爾公爵對於這一新的聯盟體系能夠阻止戰爭
59a26321e17d1be5cd57668977566ed0,文主義
4f0739788ed5b50d2154c07b66a4cf39,15世紀
8efb296cb31d3b3868c68f3c5114a3f1,五帝
5a9f7b401253ea752475886499a052e2,1994-95賽季之前做出了一個重大的交易，威利斯
5f9273a3e17c5f7e4b302752c4d63fb6,2001年
6e60691d1629ad9f7e1411c7e4144a79,東德反對派別一詞指代東德存續四十年
82b89c5b006f668c6ebcb9002061f8f2,英語
a269b9eca2fac140858a45093016acda,1945年
221c5b956c985b2dfae09991abb7b7c1,1927年
89ecdb2e85c885b6bec7dfca2121154b,166年
cd386d0ea0174f8c0bb4a781b328d30f,阿拉伯海，海岸線長1906公里
cc73148124fad0eea8f63c943d1d62c0,遼、金、西夏是中國北方民族所建立的國家，控制華北自10世紀
f6adee4aefba8af0f1cc7c06e1900a61,1948年5月解放。 1986年
d034686c3b5f1f30a32e282f1325aedb,317年
294b63943be14785b2422f19576ab6c0,1994-95賽季之前做出了一個重大的交易，威利斯
4367934ebfb1058cbf08af08bc7c741f,1950年，余紀
b91a49bd41ed2f2a2e58bbd9cb8ed9ef,紹也再率軍於倉亭再戰，又敗給曹軍，最後於隔年
12ff35a985d1f29f4ade27d837a7c95d,俄羅斯田徑選手無緣參加本次奧運，因為該國涉及2015年
3ed35ed2858cbcb11124f1b866dd7e26,三國軍事制
c42607c5d361bb01a8ef9bae89cc4a21,《關於各級黨委暫行組織機構的決定》
f3cd9e28c85858f0148107bd32423fe9,2009年
1c71f8c5aefb96e7210646b11344fb61,1912年夏季奧運會以來第二名運動員在比賽中身亡。1912年
222b6a9037782fb8577aedec98cb9354,俄羅斯的影響。儘管一個強大的基督教文化占優了多個世紀
f2c9948a1999b6360aa85c4e9eb3757c,2013年
89e565fe73929278746dda82db6a6e28,三疊紀
d7adb56b778ebf6e6110a739d1f682d5,1846年
5fe2367b865758dd9a35e70e7fbd4a6f,1985年，世界摔角聯盟在國家廣播公司
25aad1b965f93ae05a28bb01e54918de,周被山所圍，東臨鴨川，西有桂
344b16f9cc4860fa0efb95030b73aa8e,晉在文學
7bc28faac509ee54f1f0b7ee847a6854,農聯盟
88814e054df5749aab55bd9412faf1dd,私有軟體、封閉性軟體等，是指在使用、修改上有限制
911339c8d88a850ef6c44b71fba5e365,《中國共產黨章程》
914adb022136c88dc62f7c80b279909e,1950年
72de554b86b6855e25e854c04ad6835b,《印度對華戰爭》
b11beb0ebafa9840fc4672d8d5f4d5c9,1877年
ce590d24debe795a6530cee5ef95c39e,蘇格蘭，有一些蘇格蘭國教會的教堂，在宗
e8bc59d851b9ceb60ef6f53341f5c90d,2012年
22d5db045098f33ea07daeadc69c93fd,16世紀後半葉愈演愈烈，《奧格斯堡和約》
1b886f67e455866f9f57063b3dae3581,宋的疆域已經大大縮小，此時占據中原地區的金朝
819e5e8d3866a89b5ba14dc67eb32622,宋朝
4b55539b21bd7222d1505c73e9508b0e,1849年葡萄牙人趕走香山駐望廈村的縣丞，將澳門侵佔。鴉片戰爭
79e237c2b8c168f9ac93dbd229df797d,黃色到紅色的雲彩，氣象學上稱為霞。因為日出和日落的時候
c09fe9e5ddb4b7d90887ae0f8f6d9c02,艾卜·伯克爾、歐麥爾、奧斯曼及阿里
099c59efdb21b67689119813a45a9761,2011年
c09d848d5cedae4c54390230a1cec66f,1993年
e1d8993542af4db412eff147c64678ae,1975年
b0e02c56098028c74c06962a06c4ae87,1949年
c24e3d9982446a241ead1fb067aba2b0,《中華民國憲法增修條文》
a2291f484a5d442c45a1c0a0f3eb2bea,黃色到紅色的雲彩，氣象學上稱為霞。因為日出和日落的時候
4ae31e9ff40ee7bc1e457663df5b9fe3,雲是大氣層中由水或多種化學
3a80ace068d19f978d798a516ce17a22,1950年，余紀
b45e33cee8d3cea386ef273a0755a398,1990年
53e6eddacffdc8fa453fefde1c885d2c,佛教早在西漢末期
9038c5b37a6609d59025b0ae6fa7edcf,2011年
de4fc6c4cb25db3386750f84701b17ed,董卓討伐戰
0902fb5d72378a0dc9652050f34df0c4,俄羅斯等民族的文化習俗以及日本、俄國和朝
2c1228c00c01cde7ec5e1e9204486173,1950年
de6eac3a56344e60e97756890212c7f2,1761年
cec34f4c7a40f5c568d4dd175efff188,《植物種誌》
446097998e6d12ebfcb5447d99133bfb,2016年
074d36b928607beef3e405f0a87d7207,1802年
00c62d5e7d44f9a682a58e5413f4e1a2,2015年
52f946ed2aab8772fc145facad432b22,漢末年
25bb1fff1c18e404a8899173821e4d76,《義勇軍進行曲》
14e26fc7426c683ea809b28b5123c40d,七年戰爭
cc9194b44cd97efcfa8357f2b9a05359,1999年
115ffd63fff9e55830fe4b89a2ff4351,百年
9fdc618d11d7f0917bca3e7f94e89ba9,南岸的山
7104c9cc6a8df40e4f7e00e78e8636d9,1980年
5a7ad956ee7497001eb59136e57e5706,1946年
6d5c61be9f2830243ac4cc53ff471a55,2005年
2f3c8074d4bfc980689c02bc055f9df7,三疊紀
3f44f07b0dc227db21023dfd95a247ab,青藏高原邊緣，深居內陸，半年
e6918cf3af30f4b08662a1c74a4f90e4,1945年8月至1947年
7e76b91bcb303beee80361fad25ac967,新世為地質年代新近紀
3dbe6aee797ae36a6282e712288b7316,《人民日報》
a12ed90746890ba5680a8843951fa840,2008年
55ac9f58a6739cf72efb4dac6926e8a3,2010年10月17日時，IMDb歡慶了他們20週年的紀
f5711084af0f9205f241cab5a468cbcb,1984年
c718162de86dcc107f100b79980b65e9,2009年
98abbd0dc82fe5cd14c499cb54d41ab2,劉協是漢靈帝
bc5b00299f143af666841ec73e7ab094,2005年
44b0ce7fcf5aad47fa0d5ceca32ec440,2006年
c65d8785c467b9dca8d48d9ea9a9697e,2005年
ee8a68fac4a0e095602375dea324f67c,1997年
2d27acff2e735b3a614a041f0b98c559,1945年，昭和天皇頒布《關於朝鮮及臺灣住民政治參與之詔書》
18e91f35c7bfcd976d21993983cccf91,1990年
adc7376c06493ef965fdbf73de6e3892,《凱恩斯決議》
7dbc35fa35dea00e4951e37c316502df,銀行股份有限公司
088a7d92e1d97f275a74265a44203f32,俄羅斯。只有刻赤海峽與黑海相連。長349公里
09cac7121be2abc6f8ae4be76c8dd7ff,延伸標記式語
08b48706b0df66d51d74d64f8e59f1c7,1957年
658121f2f309684b8978bf852d0ec755,1990年
f32565b427de0ea7da7eff006a8584dd,2005年
cbe3a8fe14a4fa2568cdf39fbc792fe0,銜主教指受教宗
36d730498d97b85f834c83c01a71c9c4,每個中國共產黨
3cdeb13776915d11f98bb772ae24b334,1847年
7a952189c43ca3339ca9bebe8779489b,1是由國際標準化組織定義
e5f4ed77f11c7cb803ae85e2905fe35f,2002年
18115c0bcdf17c6adcb472f7eaca94c3,《中華人民共和國憲法》
be2090b8b8f4962fbb8bc8de3a59d0ce,2008年
9eb9e74e85e9b2aad05b77fd5c894074,2013年
46892f005485186ceb9e3e97fa29faea,1950年
cb292516f6dd16155ef081e954791c46,葉門是一個實行總統制的共和國。總統為國家元首，任期為7年
c7b4c566c5921476192d11c034313ac1,14萬公里
593d5a9727ea5a73b750644894f4e426,查詢語
304d729b87f9c23707ea959811f6ebca,劉徽又著作《九章算術注》
6ee2e5bf6006daaa2d80eb071bf9dc3a,腓特烈簽署《英普協定》
12a64c4af47af20c3b309ef5624f12f6,1950年
444ef28323240a06500326d16f6953f4,1960年
d6074f06c40c3a4cdbc985ea9300d538,1949年任務決議，其中指出：1949年及1950年
67914a100a5761ef83896c51d466aaa5,1980年
bfa54192f976438cbbed67e6371ae1fc,腓特烈隨後於1757年
c87e2413ebcc85173ff2731eda9d9102,《西線無戰事》
c689187b71fc4fb592fe7be89432627a,1950年
b5753a1e4cef4d5a0a4dcd37d82db939,劉備獲得益州
522609dbd824f5ebbc83483f3c1a355b,艾塔斯卡湖至明尼阿波利斯、聖保羅為上游，長約1010公里
84cd6bb437d9264ba5195b7a4628c689,1963年
e327e73601e6fa9904da8d7a4435260c,《義勇軍進行曲》
